X;Y;osm_id;type;name;brand;operator;wheelchair;opening_hours;level;siret;profession_ref;wikidata;website;phone;email;facebook;address;com_insee;com_nom;last_update
4.8473158;45.7561817003786;node/1006896769;supermarket;U Express;U Express;Système U;yes;;;"48950012400024";;Q2529029;;;;;;"69123";Lyon;2020-05-15
4.8803875;45.7479838003798;node/10075093217;hairdresser;Yo Color;;;yes;"Tu-Fr 09:00-19:00; Sa 08:00-17:00";;;;;https://yocolor-coiffure.com/;+33 4 72 12 76 31;;;;"69123";Lyon;2022-10-16
4.86761;45.7566388003786;node/10075809319;bicycle;Velograma;;;;;;;;;;;;;250 Rue Paul Bert;"69123";Lyon;2022-10-04
4.8674941;45.7566433003786;node/10075814717;restaurant;Ko Pain;;;;;;;;;;;;;248 Rue Paul Bert;"69123";Lyon;2022-10-04
4.819855;45.788711000374;node/10080026117;hairdresser;;;;;"Mo-Sa 09:00-19:00; Su 10:00-16:00";;;;;https://www.christianbondiscoiffure.com/;+33 4 72 10 44 39;;;;"69123";Lyon;2022-10-06
4.8327002;45.7690183003768;node/10081820417;clothes;WeDressFair;;;;"Tu-Fr 13:00-19:30; Sa 11:00-19:30";;;;;https://www.wedressfair.fr/;;;;4 Rue des Capucins;"69123";Lyon;2022-10-07
4.8556699;45.7620919003778;node/10081850017;hairdresser;Michel Dervyn Lyon La Part Dieu;;;;Mo-Sa 09:30-20:00;;;;;http://www.micheldervyn.fr/salon-12-lyon-la-part-dieu.php;+33 4 72 04 92 98;;;;"69123";Lyon;2022-10-10
4.8347591;45.7664994003771;node/10082444362;fast_food;Bao Time;;;;Mo-Su 11:30-22:00;;;;;https://baotime.fr;"+478585251";;;;"69123";Lyon;2022-10-07
4.8294574;45.775035000376;node/10082772350;bar;Burning Cat;;;limited;"Mo 09:00-01:00; Tu-Sa 06:00-01:00; Su 10:00-01:00";"0;1";;;;;;burning.cat.lyon@gmail.com;https://facebook.com/BurningCatLyon;2 Rue Perrod;"69123";Lyon;2022-10-07
4.8309122;45.767563400377;node/10083404517;clothes;Elephant Vintage Store;;;;;;;;;;;;;;"69123";Lyon;2022-10-08
4.8259584;45.7445700003803;node/10086749488;restaurant;The Hill Club;;;;"Mo-Su 12:00-14:00; Mo-Su 19:00-22:00";;;;;https://www.the-hill-club.com/;"+33472777070";;;12 Rue Marc-Antoine Petit;"69123";Lyon;2022-10-09
4.8742107;45.7501900003795;node/10101677628;shoemaker;Cordonnerie Jacques;;;;;;;;;;;;;;"69123";Lyon;2022-10-18
4.8307092;45.7601886003781;node/10107576271;car_rental;Citiz;;;;;;;;;;;;;;"69123";Lyon;2022-10-17
4.8456573;45.7291451003824;node/10108522566;cosmetics;Compagnie des sens;;;;"Mo-Fr 08:00-12:15, 13:30-16:00";;;;;https://www.compagnie-des-sens.com/;;;;;"69123";Lyon;2022-10-17
4.8321913;45.7653910003773;node/10108739517;hairdresser;LA LOGE;;;;;;;;;https://www.planity.com/la-loge-69001-lyon;+33 4 72 07 00 20;;;;"69123";Lyon;2022-10-18
4.8741619;45.7502002003795;node/10109699316;builder;Gema Bat;;;limited;;;;;;https://www.gema-bat.fr;+33 6 58 70 53 08;contact@gema-bat.fr;;;"69123";Lyon;2022-10-18
4.8361329;45.7769460003757;node/10121138111;atelier;Garance;;;;;;;;;;;;;;"69123";Lyon;2022-10-22
4.8361606;45.7774426003756;node/10121174412;atelier;Atelier Là-Haut;;;;;;;;;;;;;;"69123";Lyon;2022-10-22
4.829683;45.7587327003783;node/10121852805;tea;Machi Machi;;;;Mo-Su 12:00-19:00;;;;;https://fr.machimachi.fr/;;;;;"69123";Lyon;2022-10-22
4.8419706;45.7636891003776;node/10123575752;greengrocer;Cerise et Potiron;;;;;;;;;;;;;;"69123";Lyon;2022-10-23
4.8512483;45.7702951003766;node/10126141018;hairdresser;Studio r;;;;;;;;;;+33 4 78 89 43 28;;;;"69123";Lyon;2022-10-24
4.8323922;45.7768317003757;node/10126144817;hairdresser;Le Salon;;;;;;;;;;+33 4 72 07 62 12;;;;"69123";Lyon;2022-10-24
4.7978696;45.7565519003786;node/10126170317;hairdresser;Salon Quentin Memin Lyon 5eme- coiffeur Lyon;;;;"Mo 09:00-18:00; Tu 08:30-19:00; We-Th 08:30-18:30; Fr 08:30-19:30; Sa 08:00-18:00";;;;;http://www.quentin-memin.com/;+33 4 78 36 72 01;;;;"69123";Lyon;2022-11-03
4.867006;45.7541418003789;node/10126244379;hearing_aids;Audition Conseil;Audition Conseil;;;"Mo,We 09:00-12:30,14:00-18:30; Tu,Th-Fr 09:00-12:00,14:00-18:00; Sa-Su off";;;;Q104904635;https://www.auditionconseil.fr;+33 4 72 12 01 08;;;;"69123";Lyon;2022-10-24
4.8658017;45.7547281003788;node/10126380869;furniture;Mage;;;;;;;;;https://www.placardsmage.fr;"+33 6 31 59 88 81; +33 4 78 53 81 95";placardsmage.lyon@orange.fr;;;"69123";Lyon;2022-10-24
4.8641919;45.7568889003785;node/10126380873;kitchen;premierplan;;;;Mo 14:00-18:00;;;;;https://www.cuisines-premier-plan.fr;+33 4 72 35 08 93;lyon@cuisines-premier-plan.fr;;;"69123";Lyon;2022-10-24
4.863943;45.7569126003785;node/10126380874;beauty;Les Alizés;;;;;;;;;;+33 4 78 53 18 79;centrelesalizes@orange.fr;;;"69123";Lyon;2022-10-24
4.8627148;45.7573123003785;node/10126380877;fast_food;Le Bistrot;;;limited;;;;;;;;;;;"69123";Lyon;2022-10-24
4.8649915;45.7578280003784;node/10126380878;educational_institution;Objectif PE;;;;;;;;;;;;;;"69123";Lyon;2022-10-24
4.8745806;45.7553906003787;node/10126406093;hairdresser;Coiff'Mod;;;;"Mo-Tu,Th 09:00-12:00,14:00-18:00; We,Su off; Fr-Sa 08:30-17:30";;;;;;+33 4 78 54 86 67;;;;"69123";Lyon;2022-10-24
4.8749444;45.7554294003787;node/10126406094;estate_agent;Horizon XXI;;;;;;;;;;+33 4 37 56 13 13;lyon.horizon21@gmail.com;;;"69123";Lyon;2022-10-24
4.8752409;45.7554730003787;node/10126406095;estate_agent;Maison Bebium Lyon Sud;Maison Bebium;;;"Mo-Sa 09:00-12:00,14:00-19:00";;;;;https://www.maisons-bebium.com;+33 4 72 70 09 32;contact96.rhonesud@maisons-bebium.com;;;"69123";Lyon;2022-10-24
4.8738819;45.7553088003787;node/10126413101;furniture;Seanroyale;;;;;;;;;https://seanroyale.com;;;;;"69123";Lyon;2022-10-24
4.8733819;45.7554692003787;node/10126413103;restaurant;Les Dunes;;;yes;"Mo-Fr,Su 06:45-22:00; Sa 08:30-23:00";;;;;;+33 4 72 13 03 55;;;;"69123";Lyon;2022-10-24
4.8753581;45.7570970003785;node/10126449460;massage;Salon de bien être 155;;;;09:30-21:00;;;;;;;;;;"69123";Lyon;2022-10-24
4.8759132;45.7569050003785;node/10126449461;cosmetics;Centre d'esthétique;;;no;"Tu,Th 09:00-12:00,14:00-18:00; Fr 08:30-18:00; Sa off";;;;;;;;;;"69123";Lyon;2022-10-24
4.8757867;45.7558041003787;node/10126449463;clothes;Diamantine;;;yes;"Mo-Fr 10:30-12:00,14:00-19:00; Sa 10:30-19:00; Su off";;;;;https://fr.diamantine.com;"+33 6 67 54 47 32; +33 6 60 99 67 40";;https://www.facebook.com/DiamantineLyon;;"69123";Lyon;2022-10-24
4.8748444;45.7554184003787;node/10126449464;bar;Le Volff;;;;15:30-01:00;;;;;;;;;;"69123";Lyon;2022-10-24
4.8744125;45.7553894003787;node/10126449465;driving_school;Only Permis;;;;"Mo,Su off; Tu-Fr 15:00-19:00; Sa 09:00-12:00";;;;;https://www.onlypermis.fr;"0987778479";contact@onlypermis.fr;;;"69123";Lyon;2022-10-24
4.8854184;45.7314659003821;node/10128181409;driving_school;CFR LYON 8;;;;;;"82821279500011";;;;"+33478740179";;;13 Rue Commandant Caroline Aigle;"69123";Lyon;2022-10-25
4.8832794;45.732198900382;node/10128181410;convenience;La Vie Claire Lyon Morisot;La Vie Claire;;yes;;;;;Q3213589;https://magasins.lavieclaire.com/lavieclaire/fr/store/france/auvergne-rhone-alpes/rhone/lyon/lyon-morisot/16982;+33 4 72 62 96 95;;https://www.facebook.com/Lavieclaire;;"69123";Lyon;2022-10-25
4.835771;45.7713152003765;node/10128311004;nightclub;Kraspek myzik;;;;;;;;;;;;;;"69123";Lyon;2022-10-25
4.8551627;45.767855900377;node/10128600117;restaurant;Casa Jaguar;;;;;;;;;;;;;157 Rue Cuvier;"69123";Lyon;2022-10-25
4.8323588;45.7793393003753;node/10129682255;deli;La Ferme des Perrelles;;;;;;;;;;;;;;"69123";Lyon;2022-10-26
4.8323591;45.7792830003753;node/10129682256;tobacco;Bar tabac Cristal;;;;;;;;;;;;;;"69123";Lyon;2022-10-26
4.832349;45.7791593003754;node/10129682257;clothes;Mac'b;;;;;;;;;;;;;;"69123";Lyon;2022-10-26
4.8323403;45.7791030003754;node/10129682258;clothes;"Maison Musy, chemiserie";;;;;;;;;;;;;;"69123";Lyon;2022-10-26
4.8321851;45.7794235003753;node/10129682259;clothes;Les Filles en Soie;;;;;;;;;;;;;;"69123";Lyon;2022-10-26
4.8321641;45.7791493003754;node/10129682260;clothes;Astuces;;;;;;;;;;;;;;"69123";Lyon;2022-10-26
4.8321538;45.7790918003754;node/10129682261;fashion_accessories;Les Pépites;;;;;;;;;;;;;;"69123";Lyon;2022-10-26
4.8326601;45.7754479003759;node/10132024317;hairdresser;;;;;"Tu-Fr 09:00-19:00; Sa 09:00-18:00";;;;;https://kristelc.business.site/;+33 4 78 28 06 58;;;;"69123";Lyon;2022-11-03
4.8323169;45.7798763003753;node/10132310397;cleaning;Shiva;Shiva;;;;;;;Q114463983;;;;;;"69123";Lyon;2022-10-27
4.8324267;45.7796628003753;node/10132333578;estate_agent;Century 21;;;;;;;;;;;;;;"69123";Lyon;2022-10-27
4.8324453;45.7797602003753;node/10132343828;clothes;Tout à 10€;;;;;;;;;;;;;;"69123";Lyon;2022-10-27
4.8324123;45.7795447003753;node/10132346190;appliance;MDA;;;;;;;;;;;;;;"69123";Lyon;2022-10-27
4.827765;45.7793243003753;node/10132347579;hairdresser;Icône coiffure;;;;;;;;;;;;;;"69123";Lyon;2022-10-27
4.8324808;45.7799041003753;node/10132349357;clothes;Mika mode;;;;;;;;;;;;;;"69123";Lyon;2022-10-27
4.8272354;45.7798636003753;node/10132382463;bank;Banque populaire;;;;;;;;;;;;;;"69123";Lyon;2022-10-27
4.826868;45.7796848003753;node/10132387784;optician;Concept optique;;;;;;;;;;;;;;"69123";Lyon;2022-10-28
4.8332048;45.7795346003753;node/10132391642;restaurant;Ma sushi;;;;;;;;;;;;;;"69123";Lyon;2022-10-27
4.8355684;45.7798631003752;node/10132396357;repair;Atelier chez Fabio;;;;;;;;;;;;;;"69123";Lyon;2022-10-27
4.8334847;45.7795340003753;node/10132404345;interior_decoration;Flow...;;;;;;;;;;;;;;"69123";Lyon;2022-10-27
4.8327271;45.7794251003753;node/10132411724;florist;Rhizomes;;;;;;;;;;;;;;"69123";Lyon;2022-10-27
4.8328808;45.7794234003753;node/10132412828;estate_agent;Signature - espace contemporain;;;;;;;;;;;;;;"69123";Lyon;2022-10-27
4.8336878;45.7794122003753;node/10132414877;tattoo;Red médecine;;;;;;;;;;;;;;"69123";Lyon;2022-10-27
4.8329396;45.7795497003753;node/10132416817;shoe_repair;Cordonnier pailleron;;;;;;;;;;;;;;"69123";Lyon;2022-10-27
4.8344873;45.7796274003753;node/10132432737;bakery;Le fournil d'eloïse;;;;;;;;;;;;;;"69123";Lyon;2022-10-27
4.8351135;45.7798779003753;node/10132435165;restaurant;Napoli Gang;;;;;;;;;;;;;;"69123";Lyon;2022-10-27
4.8367877;45.7809784003751;node/10132437408;car_repair;Carrosserie André De Gaspéris;;;;;;;;;;;;;;"69123";Lyon;2022-10-27
4.8365611;45.7807501003751;node/10132441471;bar;Jerovine Bar;;;;;;;;;;;;;;"69123";Lyon;2022-10-27
4.8188543;45.7407800003808;node/10132911746;hairdresser;Franck Provost;;;;;;;;;;;;;;"69123";Lyon;2022-10-27
4.8185582;45.7406371003808;node/10132969010;bank;Crédit Agricole;;;;;;;;;;;;;;"69123";Lyon;2022-10-27
4.8187129;45.7407851003808;node/10132986687;bakery;Paul;;;;;;;;;;;;;;"69123";Lyon;2022-10-27
4.8186856;45.7405734003808;node/10132989105;tea;Kusmi Tea;;;;;;;;;;;;;;"69123";Lyon;2022-10-27
4.8421691;45.7543338003789;node/1013406775;convenience;Qualité Market;;;;;;;;;;;;;;"69123";Lyon;2020-08-25
4.8484748;45.7599816003781;node/1013413329;bank;BNP Paribas;BNP Paribas;BNP Paribas;;"Mo-Fr 09:15-12:30, Mo-Th 13:30-18:00, Fr 13:30-16:30";;;;Q499707;;;;;;"69123";Lyon;2020-07-12
4.836128;45.7613099003779;node/10143414249;electronics;Darty;Darty;;;Mo-Sa 10:00-19:30;;;;Q2439098;;;;;;"69123";Lyon;2022-10-31
4.8603899;45.7410333003807;node/10147678772;fast_food;Miason Margotin;;;;"We-Sa 11:30-14:00,18:30-22:00";;;;;;;;;7 Rue Audibert et Lavirotte;"69123";Lyon;2022-11-01
4.8358829;45.7584683003783;node/10151438868;restaurant;Jin Joo;;;;"Su-Th 11:00-23:00; Fr-Sun 11:00-00:00";"0";;;;https://wao-food.fr/;;;;15 Rue Bellecordière;"69123";Lyon;2022-11-08
4.8157673;45.7566215003786;node/10157540517;bakery;Grains de sucre;;;;"Mo-Fr 07:00-19:30; Sa 08:00-13:00";;;;;https://grainsdesucres.com/;04 81 91 31 87;;;45 Rue de Trion;"69123";Lyon;2022-11-04
4.8657943;45.7567676003785;node/10159164976;frame;Bel Encadrement;;;yes;"Mo-Fr 10:00-12:00,15:00-18:00; PH closed";"0";;;;http://www.bel-encadrement.fr/;+33 4 78 54 71 94;contact@bel-encadrement.fr;;;"69123";Lyon;2022-11-05
4.8659128;45.7567563003785;node/10159244909;insurance;Cabinet Marc Aurèle;;;yes;"Tu-Fr 10:00-12:00,14:00-18:00; Mo 14:00-18:00; PH closed";;;;;;;;;;"69123";Lyon;2022-11-05
4.8294888;45.7542858003789;node/10159746185;restaurant;La Planche à partager;;;;"Mo-Sa 18:00-23:00; Su 10:30-15:00";;;;;https://www.laplancheapartager.com/;+33 6 45 99 83 09;;;5 bis Rue d'Auvergne;"69123";Lyon;2022-11-05
4.8645127;45.7636179003776;node/10162301442;bicycle;Cycletic café vélo;;;;Mo-Sa 09:00-19:00;;;;;https://www.cycletic.fr/;07 71 26 57 80;;;250 Cours Lafayette;"69123";Lyon;2022-11-06
4.8231991;45.7268706003827;node/10168320986;restaurant;;;MRS;;;"0";;;;;;;;;"69123";Lyon;2022-11-08
4.8535422;45.7349442003816;node/10169050671;restaurant;Kebab Azadi 2;;;yes;"PH,Mo-Su 11:00-23:30";;;;;;;;;;"69123";Lyon;2022-11-08
4.853475;45.7350215003816;node/10169076795;optician;Les opticiens lyonnais;;;yes;"Tu-Fr 10:00-12:00,14:00-19:00; Sa 10:00-12:00,14:00-17:00";;;;;;;;;;"69123";Lyon;2022-11-08
4.8348262;45.7672747003771;node/10172310484;bakery;Boulangerie Augustin;;;;Mo-Su 07:00-20:00;;;;;;"0967138252";;;4 Rue Joseph Serlin;"69123";Lyon;2022-11-09
4.8298913;45.7684101003769;node/10173818808;restaurant;Chez Marti;;;;;;;;;;;;;;"69123";Lyon;2022-11-10
4.8201029;45.7415359003807;node/10175225417;restaurant;Shifumii;;;;;;;;;https://art-restaurant-lyon.eatbu.com/?lang=fr;;;;3 bis Cours Charlemagne;"69123";Lyon;2022-11-11
4.8137097;45.7892434003739;node/10175572635;restaurant;Mon Salade Bar;;;;Mo-Fr 09:00-14:30;;;;;https://www.msb-restaurant.fr/;+33 4 72 54 02 43;;;;"69123";Lyon;2022-11-11
4.8129937;45.7557008003787;node/10178030417;butcher;Domaine de Limagne;;;;"Mo-Fr 09:00-13:00; Sa 00:00-24:00";;;;;https://www.domaine-de-limagne.com/;+334 74 70 51 21;commercial@domaine-de-limagne.com;;23 Rue des Chevaucheurs;"69123";Lyon;2022-11-12
4.8125549;45.7555886003787;node/10178042417;hairdresser;Studio 7;;;;"Mo-Th 08:30-18:00; Fr 08:30-14:00";;;;;https://www.studio7coiffure.org/;+334 78 36 58 50;marie.jose@studio7.org;;1 Rue Trouvée;"69123";Lyon;2022-11-12
4.8130709;45.7553227003787;node/10178077117;convenience;Panier Sympa;;;;"Sa-We 08:00-01:00; Th-Fr 08:00-02:00";;;;;;;;;4 Place Saint-Irénée;"69123";Lyon;2022-11-12
4.8530323;45.7357634003815;node/10178603668;supermarket;Delavegas;;;;;;;;;;;;;;"69123";Lyon;2022-11-12
4.8528013;45.7369691003813;node/10178639638;restaurant;Bar Restaurant Jardin;;;;"Tu-Su 11:00-15:00,18:00-22:30";;;;;;;;;;"69123";Lyon;2022-11-12
4.8525345;45.7376744003812;node/10178639639;fast_food;Dar Sakina;;;;"Mo-Th 11:00-14:00,18:00-23:00; Fr 15:00-23:00; Sa,Su 12:00-23:00";;;;;;;;;;"69123";Lyon;2022-11-12
4.8527791;45.7364944003814;node/10178662526;key_cutter;Point Fort Fichet;;;;"Mo-Fr 08:45-12:15,14:00-18:00";;;;;;;;;;"69123";Lyon;2022-11-12
4.8525976;45.7369256003813;node/10178662527;beauty;Institut Capucine;;;;"Tu-Fr 10:00-19:00; Sa 09:00-13:00";;;;;;;;;;"69123";Lyon;2022-11-12
4.8528767;45.7367903003813;node/10178669537;pharmacy;;;;;;;;;;;;;;;"69123";Lyon;2022-11-12
4.853427;45.7356051003815;node/10178669830;hairdresser;Genltmn;;;;Mo-Su 09:30-19:30;;;;;;;;;;"69123";Lyon;2022-11-12
4.8531315;45.7348375003816;node/10178669831;fast_food;Misline Good food;;;;;;;;;;;;;;"69123";Lyon;2022-11-12
4.8532345;45.7342521003817;node/10178670571;painter;E.S.Concept;;;;;;;;;;;;;;"69123";Lyon;2022-11-12
4.8527938;45.7357364003815;node/10178670572;massage;H.B.C;;;;"Mo,Tu,Th-Sa 10:00-20:00";;;;;;;;;;"69123";Lyon;2022-11-12
4.8527354;45.7365632003814;node/10178670573;clockmaker;Centre Horlogerie;;;;;;;;;;;;;;"69123";Lyon;2022-11-12
4.8528289;45.7363441003814;node/10178670633;driving_school;Auto-École Route de Vienne;;;;;;;;;;;;;;"69123";Lyon;2022-11-12
4.8523951;45.7374662003813;node/10178670634;hairdresser;Linhvy Coiffure;;;;;;;;;;;;;;"69123";Lyon;2022-11-12
4.8528503;45.7357420003815;node/10178671295;hairdresser;SN Beauty;;;;Tu-Sa 10:30-20:00;;;;;;;;;;"69123";Lyon;2022-11-12
4.8527168;45.7371880003813;node/10178671297;butcher;L'Aziza;;;;"Mo-Th,Sa 08:00-19:00; Fr 08:00-12:00,15:00-19:00; Su 08:00-14:00";;;;;;;;;;"69123";Lyon;2022-11-12
4.8534626;45.7353961003815;node/10178672954;doors;Idealis;;;;"""Sur Rendez-vous""";;;;;;;;;;"69123";Lyon;2022-11-12
4.8526247;45.7368509003813;node/10178672955;chocolate;Diggers;;;;;;;;;;;;;;"69123";Lyon;2022-11-12
4.8526264;45.7374277003813;node/10178676092;supermarket;cocciMarket;;;;;;;;;;;;;;"69123";Lyon;2022-11-12
4.8527181;45.7365955003814;node/10178676307;fast_food;Mouss Burgers;;;;;;;;;;;;;;"69123";Lyon;2022-11-12
4.8525433;45.7357201003815;node/10178677295;pub;Le nueve lounge;;;;;;;;;;;;;;"69123";Lyon;2022-11-12
4.8526875;45.7372541003813;node/10178677296;restaurant;Le VCB;;;;Mo-Fr 09:00-20:00;;;;;;;;;;"69123";Lyon;2022-11-12
4.8524588;45.7379393003812;node/10178678612;bakery;Elsa Boulangerie;;;;Mo-Sa 05:00-20:00;;;;;;;;;;"69123";Lyon;2022-11-12
4.8525236;45.7377093003812;node/10178681584;laundry;Laverie Automatique;;;;24/7;;;;;;;;;;"69123";Lyon;2022-11-12
4.8527599;45.7370690003813;node/10178682059;restaurant;;;;;;;;;;;;;;;"69123";Lyon;2022-11-12
4.8523357;45.7376278003812;node/10178682560;doors;Terres de Fenêtres;;;;"Mo-Fr 10:00-12:00,15:00-17:00";;;;;;;;;;"69123";Lyon;2022-11-12
4.8534855;45.7340154003817;node/10178682818;estate_agent;Notre Agence Immo;;;;"Mo-Fr 09:00-12:00,14:00-18:00";;;;;;;;;;"69123";Lyon;2022-11-12
4.8526546;45.7373405003813;node/10178682819;tobacco;Espace 117;;;;;;;;;;;;;;"69123";Lyon;2022-11-12
4.8001251;45.7787336003754;node/1028217346;computer;Ldlc;LDLC;;yes;Mo-Sa 10:00-19:00;;;;Q3117461;https://www.ldlc.com/magasins-ldlc/magasin-470024/69-ldlc-lyon-vaise/;+33 4 26 68 49 00;boutiquelyonvaise@ldlc.com;https://www.facebook.com/LDLC.Lyon.Vaise/;;"69123";Lyon;2022-10-13
